контекст,snippet_x,snippet_y,category_id,маркер
"Эти ценные, богатые витаминами ягоды в Корее вообще не известны, «Подобно всем местным мальчишкам, Миша радовался каждодневному бытию: летом - солнцу и птицам, осенью - морошке и клюкве...»(Шуты императрицы).","Эти ценные, богатые витаминами ягоды в Корее вообще не известны,","«Подобно всем местным мальчишкам, Миша радовался каждодневному бытию: летом - солнцу и птицам, осенью - морошке и клюкве...»(Шуты императрицы).",comparison_m,nd 
"а рассматриваемые ниже фоновые единицы требуют изъяснения национально-культурного компонента, не совпадающих в русском и корейском языке семантических долей. Все приведенные безэквивалентные единицы нуждаются в лингвострановедческом толковании,","а рассматриваемые ниже фоновые единицы требуют изъяснения национально-культурного компонента, не совпадающих в русском и корейском языке семантических долей.","Все приведенные безэквивалентные единицы нуждаются в лингвострановедческом толковании,",comparison_m,а
"В Корее не существует дома, адекватного русской избе. Крестьяне строят дома из соломы «Чёга», только одноэтажные с отоплением под полом. Приведем примеры (частично): «Онрос на деревенской улице, а в непогожие дни сидел в теплой избе, что-то мастерил слушал сказки» (Шуты императрицы).","В Корее не существует дома, адекватного русской избе. Крестьяне строят дома из соломы «Чёга», только одноэтажные с отоплением под полом.","Приведем примеры (частично): «Онрос на деревенской улице, а в непогожие дни сидел в теплой избе, что-то мастерил слушал сказки» (Шуты императрицы).",comparison_m,адекватный
"В корейской бытовой культуре нет традиции солить огурцы, В салате «Оигимчи» используется посыпанные густо крупной солью огурцы вместе с красным перцем, чесноком и рыбным соусом, поэтому традиционные русские соленые огурцы мы рассматриваем как безэквивалентную единицу. «Зеленщик из деревни, привозивший на розвальнях квашеную капусту и соленые огуриы. молочница с жестяными бидонами, пахнущШ'Ш антоновским яблоком ...»(Тьма в конце тоннеля).","В корейской бытовой культуре нет традиции солить огурцы, В салате «Оигимчи» используется посыпанные густо крупной солью огурцы вместе с красным перцем, чесноком и рыбным соусом, поэтому традиционные русские соленые огурцы мы рассматриваем как безэквивалентную единицу.","«Зеленщик из деревни, привозивший на розвальнях квашеную капусту и соленые огуриы. молочница с жестяными бидонами, пахнущШ'Ш антоновским яблоком ...»(Тьма в конце тоннеля).",comparison_m,nd 
"Если при записи иноязычных слов в начале XIX в. старались сохранить оригинальное написание,  то с середины века стремились отразить фонетическую передачу.","Если при записи иноязычных слов в начале XIX в. старались сохранить оригинальное написание, ",то с середины века стремились отразить фонетическую передачу.,comparison_m,если... то
"вербальный ее аспект - слово, часто - оним, словосочетание, предикативное выражение, текстовый фрагмент и целостный текст. Когнитивный аспект прецедентности - типовая концептуальная структура ментальной репрезентации;","вербальный ее аспект - слово, часто - оним, словосочетание, предикативное выражение, текстовый фрагмент и целостный текст.",Когнитивный аспект прецедентности - типовая концептуальная структура ментальной репрезентации;,comparison_m,
"С другой стороны, его можно изучать наряду с афоризмами и крылатыми выражениями. Парадокс рассматривают как стилистический прием, фигуру речи.","С другой стороны, его можно изучать наряду с афоризмами и крылатыми выражениями.","Парадокс рассматривают как стилистический прием, фигуру речи.",comparison_m,с другой стороны
"Парадокс в немецком же языке изучен мало, более того, возникает сложность и при попытке дать определение этому понятию. Но важно отметить, что все исследования парадокса в лингвистике проводились на базе русского и английского языков.","Парадокс в немецком же языке изучен мало, более того, возникает сложность и при попытке дать определение этому понятию.","Но важно отметить, что все исследования парадокса в лингвистике проводились на базе русского и английского языков.",comparison_m,же
"Другая группа ученых - О. К. Денисова, Т. Я. Семен, Н. Ю. Шпекторова считают, что парадокс - это стилистический прием и фигура речи. То есть это некая словесная композиция, которая противоречит здравому смыслу, это своеобразное мнение, которое резко расходится с общепринятым [7; 9; 11]. В Большом энциклопедическом словаре (БЭС) парадокс - это неожиданное, непривычное, расходящееся с традицией утверждение, рассуждение или вывод [2]. Лингвисты В. В. Одинцов и В. Д. Девкин понимают под ним некое отклонение, идущее вразрез с регулярными положениями языка [6; 8, с. 15].","Другая группа ученых - О. К. Денисова, Т. Я. Семен, Н. Ю. Шпекторова считают, что парадокс - это стилистический прием и фигура речи. То есть это некая словесная композиция, которая противоречит здравому смыслу, это своеобразное мнение, которое резко расходится с общепринятым [7; 9; 11].","В Большом энциклопедическом словаре (БЭС) парадокс - это неожиданное, непривычное, расходящееся с традицией утверждение, рассуждение или вывод [2]. Лингвисты В. В. Одинцов и В. Д. Девкин понимают под ним некое отклонение, идущее вразрез с регулярными положениями языка [6; 8, с. 15].",comparison_m,другой X
"другие же расплывчато-образны, допускают различные толкования или вообще не связаны с характеристиками человека. Одни прозвища действительно называют какую-то черту характера или внешнюю примету;","другие же расплывчато-образны, допускают различные толкования или вообще не связаны с характеристиками человека.",Одни прозвища действительно называют какую-то черту характера или внешнюю примету;,comparison_m,же
"По-русски же митинг - это только собрание. Например, англ. meeting - это «собрание, встреча, заседание».",По-русски же митинг - это только собрание.,"Например, англ. meeting - это «собрание, встреча, заседание».",comparison_m,же
"по-русски же рекорд - это какое-то спортивное или другое достижение. Еще пример, англ. record - означает «рекорд, запись, летопись, протокол, грампластинка»,",по-русски же рекорд - это какое-то спортивное или другое достижение.,"Еще пример, англ. record - означает «рекорд, запись, летопись, протокол, грампластинка»,",comparison_m,же
"В латинском же языке помнить. Еще пример, англ. record - означает «рекорд, запись, летопись, протокол, грампластинка»,",В латинском же языке помнить.,"Еще пример, англ. record - означает «рекорд, запись, летопись, протокол, грампластинка»,",comparison_m,же
"в русском языке это слово означает и помещение, и людей - слушателей, Например, слово «аудитория» - от латинского auditorium, in, означавшегося аудиторию, зал судебных заседаний, форум, школу, коллектив слушателей,","в русском языке это слово означает и помещение, и людей - слушателей,","Например, слово «аудитория» - от латинского auditorium, in, означавшегося аудиторию, зал судебных заседаний, форум, школу, коллектив слушателей,",comparison_m,
"Другой пример - слово «документ», ведущее свое начало от латинского существительного documentum, i n, обозначавшего в древнем языке 1) поучение, пример, образец, предостережение, 2) свидетельство, доказательство.  В современном английском языке document - это документ, свидетельство,","Другой пример - слово «документ», ведущее свое начало от латинского существительного documentum, i n, обозначавшего в древнем языке 1) поучение, пример, образец, предостережение, 2) свидетельство, доказательство. ","В современном английском языке document - это документ, свидетельство,",comparison_m,
"в первом же исконном латинском значении эти заимствованные слова не употребляются. Другой пример - слово «документ», ведущее свое начало от латинского существительного documentum, i n, обозначавшего в древнем языке 1) поучение, пример, образец, предостережение, 2) свидетельство, доказательство.",в первом же исконном латинском значении эти заимствованные слова не употребляются.,"Другой пример - слово «документ», ведущее свое начало от латинского существительного documentum, i n, обозначавшего в древнем языке 1) поучение, пример, образец, предостережение, 2) свидетельство, доказательство.",comparison_m,же
"англ. decade - это десятилетие, Так, слово декада по -русски- 10 дней,","англ. decade - это десятилетие,","Так, слово декада по -русски- 10 дней,",comparison_m,
"в английском же языке auditorium - это только помещение. Для перевода второго значения применяется слово audience. Например, слово «аудитория» - от латинского auditorium, in, означавшегося аудиторию, зал судебных заседаний, форум, школу, коллектив слушателей, в русском языке это слово означает и помещение, и людей - слушателей,",в английском же языке auditorium - это только помещение. Для перевода второго значения применяется слово audience.,"Например, слово «аудитория» - от латинского auditorium, in, означавшегося аудиторию, зал судебных заседаний, форум, школу, коллектив слушателей, в русском языке это слово означает и помещение, и людей - слушателей,",comparison_m,же
"поскольку существование языка без его материального (фонетического или письменного выражения) невозможно, как невозможно и продуцирование речи без наличия языковой системы как таковой.","поскольку существование языка без его материального (фонетического или письменного выражения) невозможно,",как невозможно и продуцирование речи без наличия языковой системы как таковой.,comparison_m,как... и
"а языку лишь отчасти» [2]. В целом информация присуща речи,",а языку лишь отчасти» [2].,"В целом информация присуща речи,",comparison_m,а
"С точки зрения языка здесь все правильно,  а вот с точки зрения соотнесения объектов реального мира - нет.","С точки зрения языка здесь все правильно, ",а вот с точки зрения соотнесения объектов реального мира - нет.,comparison_m,а вот
и Алматы - столица Казахстана Алма-Ата - столица Казахстана,и Алматы - столица Казахстана,Алма-Ата - столица Казахстана,comparison_m,и
"Так, положения: Алма-Ата - столица Казахстана и Алматы - столица Казахстана - в общем истинны, а в частности - нет,","Так, положения: Алма-Ата - столица Казахстана и Алматы - столица Казахстана - в общем истинны,","а в частности - нет,",comparison_m,а
"в свою очередь, более нестандартная (заимствованная) номинация абитуриент называет не очень многочисленную группу подростков, поступающих в высшее или среднее учебное заведение. в отношении подростка, выпускающегося из школы, закрепилась номинация выпускник, распространяющаяся на всех без исключения подростков, оканчивающих школу,","в свою очередь, более нестандартная (заимствованная) номинация абитуриент называет не очень многочисленную группу подростков, поступающих в высшее или среднее учебное заведение.","в отношении подростка, выпускающегося из школы, закрепилась номинация выпускник, распространяющаяся на всех без исключения подростков, оканчивающих школу,",comparison_m,в свою очередь
"а речь - это больше, чем использование средств языка. Следовательно, следует утверждать, что язык - это больше, чем отражение действительности в виде системы закодированных представлений об объектах окружающего мира в мышлении людей,","а речь - это больше, чем использование средств языка.","Следовательно, следует утверждать, что язык - это больше, чем отражение действительности в виде системы закодированных представлений об объектах окружающего мира в мышлении людей,",comparison_m,а
"Любая информация может быть истинной и ложной, и чем в большей степени происходит рост информации, тем в большей степени информация может быть охарактеризована как ложная или как истинная. Если связывать рост истинности-ложности информации с ее ростом, то следует признать, что язык в меньшей степени способен содержать в себе ложную информацию о мире, поскольку информативный аспект представлен в нем в статическом репрезентативном виде. Однако, хотя ложным язык как система быть не может, он может содержать в себе элементы ложной информации, пришедшей в язык через языковую практику и закрепленной в нем в виде стабильных языковых кодов. Основным же источником ложной информации является речь, которая, с одной стороны, связана с уровнем владения языка, с представлениями о нем, а с другой - с представлением о мире и его восприятием.","Любая информация может быть истинной и ложной, и чем в большей степени происходит рост информации, тем в большей степени информация может быть охарактеризована как ложная или как истинная. Если связывать рост истинности-ложности информации с ее ростом, то следует признать, что язык в меньшей степени способен содержать в себе ложную информацию о мире, поскольку информативный аспект представлен в нем в статическом репрезентативном виде. Однако, хотя ложным язык как система быть не может, он может содержать в себе элементы ложной информации, пришедшей в язык через языковую практику и закрепленной в нем в виде стабильных языковых кодов.","Основным же источником ложной информации является речь, которая, с одной стороны, связана с уровнем владения языка, с представлениями о нем, а с другой - с представлением о мире и его восприятием.",comparison_m,же
"Гиперссылки и аббревиатуры в постах женщин появлялись чаще, чем в мужских. Имена собственные, даты и цифры мужчины использовали чаще.","Гиперссылки и аббревиатуры в постах женщин появлялись чаще, чем в мужских.","Имена собственные, даты и цифры мужчины использовали чаще.",comparison_m,
"Мужчины больше олицетворяют себя с аудиторией, предпочитая личные местоимения множественного числа. Женщины акцентируют внимание на себе, используя в 1,2 раза чаще личные местоимения единственного числа.","Мужчины больше олицетворяют себя с аудиторией, предпочитая личные местоимения множественного числа.","Женщины акцентируют внимание на себе, используя в 1,2 раза чаще личные местоимения единственного числа.",comparison_m,чаще
"Русские, как правило, оценивают сами себя чаще положительно, нежели отрицательно;  известно, что американцы склонны оценивать русских чаще негативно, нежели положительно или нейтрально.","Русские, как правило, оценивают сами себя чаще положительно, нежели отрицательно; ","известно, что американцы склонны оценивать русских чаще негативно, нежели положительно или нейтрально.",comparison_m,
"Такие же свойства оценки мы обнаруживаем в дискурсе современных американских СМИ: «...в американских фильмах русские изображаются или дураками, которые ничего не соображают, или опасными шпионами» [9]. Российский политический дискурс отличается безапелляционностью и негативностью оценок.","Такие же свойства оценки мы обнаруживаем в дискурсе современных американских СМИ: «...в американских фильмах русские изображаются или дураками, которые ничего не соображают, или опасными шпионами» [9].",Российский политический дискурс отличается безапелляционностью и негативностью оценок.,comparison_m,такой же
"его интересовали уже христианские ценности,  тогда как ценности исламские (тюркские) занимали отнюдь не центральное место в общей картине мира, нарисованной этим писателем-философом.","его интересовали уже христианские ценности, ","тогда как ценности исламские (тюркские) занимали отнюдь не центральное место в общей картине мира, нарисованной этим писателем-философом.",comparison_m,тогда как
"С другой стороны, для того чтобы творчество национального мастера, в частности, писателя, получило подлинно широкий общественный резонанс, оно должно было стать известным всесоюзному читателю. В немалой степени играло роль и то, что власти на местах и в центре придерживались зачастую различных взглядов на то же искусство, а потому не опубликованное из-за резкого сопротивления властей на местах произведение могло увидеть свет на русском языке в столице, чему способствовало существование таких журналов, как «Новый мир», «Знамя», «Москва», проводивших на определенных этапах существования независимую редакционную политику. С одной стороны, согласно указаниям из центра, развивалась культура на местах, каждый народ должен был иметь свою литературу, музыку, театр и т.д. Причем номенклатурное мышление не всегда учитывало именно реальную историю - отнюдь не у каждого народа имелось все разнообразие культурных форм (к слову, у тех же киргизов, народа с тысячелетней культурой, практически отсутствовал танец), некоторые были неорганичны или находились в зачаточном состоянии. Но подобным вещам попросту не придавалось значение.","С другой стороны, для того чтобы творчество национального мастера, в частности, писателя, получило подлинно широкий общественный резонанс, оно должно было стать известным всесоюзному читателю. В немалой степени играло роль и то, что власти на местах и в центре придерживались зачастую различных взглядов на то же искусство, а потому не опубликованное из-за резкого сопротивления властей на местах произведение могло увидеть свет на русском языке в столице, чему способствовало существование таких журналов, как «Новый мир», «Знамя», «Москва», проводивших на определенных этапах существования независимую редакционную политику.","С одной стороны, согласно указаниям из центра, развивалась культура на местах, каждый народ должен был иметь свою литературу, музыку, театр и т.д. Причем номенклатурное мышление не всегда учитывало именно реальную историю - отнюдь не у каждого народа имелось все разнообразие культурных форм (к слову, у тех же киргизов, народа с тысячелетней культурой, практически отсутствовал танец), некоторые были неорганичны или находились в зачаточном состоянии. Но подобным вещам попросту не придавалось значение.",comparison_m,с одной стороны... с другой стороны
"что порядок слов подлежащее-сказуемое делает синтаксически Мертвая метафора делает семантически то,",что порядок слов подлежащее-сказуемое делает синтаксически,"Мертвая метафора делает семантически то,",comparison_m,"то, что"
"тем большую силу они проявляют [3, с. 435]. Наоборот, чем более очевидно, более естественно они появляются,","тем большую силу они проявляют [3, с. 435].","Наоборот, чем более очевидно, более естественно они появляются,",comparison_m,чем… тем
"как «мертвый попугай - это не попугай, а мертвый ключ от пианино все равно остается ключом и является метафорой» [9, p. 304]. что мертвая метафора не является метафорой, если обладает характеристиками живучести,","как «мертвый попугай - это не попугай, а мертвый ключ от пианино все равно остается ключом и является метафорой» [9, p. 304].","что мертвая метафора не является метафорой, если обладает характеристиками живучести,",comparison_m,как
"с другой стороны, о предельной экспрессивности его изложения, творческой манеры в целом: что свидетельствует, с одной стороны, о важности данной категории для мировосприятия автора,","с другой стороны, о предельной экспрессивности его изложения, творческой манеры в целом:","что свидетельствует, с одной стороны, о важности данной категории для мировосприятия автора,",comparison_m,с одной стороны... с другой стороны
"Ср. в жаргоне бурсы — Накормят тебя березовой кашей! тросо оАо ~ йауак уетек — доел, есть дерево (ср. жаргон русской бурсы съесть березовой каши, кушать побои, т.е. быть наказанным березовыми плетьми, быть битым.",Ср. в жаргоне бурсы — Накормят тебя березовой кашей!,"тросо оАо ~ йауак уетек — доел, есть дерево (ср. жаргон русской бурсы съесть березовой каши, кушать побои, т.е. быть наказанным березовыми плетьми, быть битым.",comparison_m,ср.
"как бы готовясь ударить. и слегка трясется,",как бы готовясь ударить.,"и слегка трясется,",comparison_m,как бы
"то в турецком языке в самой сЬорме слова отражены его взаимосвязи с другими словами в предложении. Поэтому если в греческом языке для связи слов в предложении используются предлоги,",то в турецком языке в самой сЬорме слова отражены его взаимосвязи с другими словами в предложении.,"Поэтому если в греческом языке для связи слов в предложении используются предлоги,",comparison_m,если... то
"С конца XX - начала XXI в. наряду с прочно укрепившимися русизмами в ногайском языке стали употребляться «изгнанные» ранее арабо-фарсизмы. В качестве примеров приведем несколько слов: адабият - «литература», маданият - «культура», агза - «член», асар - «произведение», кафия - «рифма», мектеб - «школа» и многие другие [6, с. 120]. Такие же явления мы наблюдаем и в русском языке. Так, в частности, в русский язык вернулись слова: губерния, губернатор, департамент, муниципалитет и т.д., казавшиеся ранее утраченными.","С конца XX - начала XXI в. наряду с прочно укрепившимися русизмами в ногайском языке стали употребляться «изгнанные» ранее арабо-фарсизмы. В качестве примеров приведем несколько слов: адабият - «литература», маданият - «культура», агза - «член», асар - «произведение», кафия - «рифма», мектеб - «школа» и многие другие [6, с. 120].","Такие же явления мы наблюдаем и в русском языке. Так, в частности, в русский язык вернулись слова: губерния, губернатор, департамент, муниципалитет и т.д., казавшиеся ранее утраченными.",comparison_m,такой же
"которая в русской версии фильма получила название «Совершенно некстати» [15]. Удачной переводческой находкой можно считать и название французской комедии «Comme un cheveu sur la soupe» - по аналогии с известным фразеологизмом Avoir un cheveu sur la langue [12, с. 301] - с Луи де Фюнесом в главной роли,",которая в русской версии фильма получила название «Совершенно некстати» [15].,"Удачной переводческой находкой можно считать и название французской комедии «Comme un cheveu sur la soupe» - по аналогии с известным фразеологизмом Avoir un cheveu sur la langue [12, с. 301] - с Луи де Фюнесом в главной роли,",comparison_m,nd
"Ученый обратил внимание на тот факт, что экспрессивность в русской фразе нередко выражается особой глагольной лексемой, тогда как во французской - эквивалентный по смыслу глагол может оказаться стилистически нейтральным.","Ученый обратил внимание на тот факт, что экспрессивность в русской фразе нередко выражается особой глагольной лексемой,",тогда как во французской - эквивалентный по смыслу глагол может оказаться стилистически нейтральным.,comparison_m,тогда как
"Во втором примере существительное reason выполняет номинативную функцию, субстантивируя событие, выраженное предикативной единицей. В первом примере выражению причинных отношений сопутствует эмфаза с фреймом why — because.","Во втором примере существительное reason выполняет номинативную функцию, субстантивируя событие, выраженное предикативной единицей.",В первом примере выражению причинных отношений сопутствует эмфаза с фреймом why — because.,comparison_m,в первом X... во втором Y
"прозвища обычно даются за «что-то», по той или иной причине. В отличие от личных или фамильных имен, получаемых человеком при рождении как своеобразное наследство от родителей и присваиваемых, как правило, вне зависимости от его личных свойств,","прозвища обычно даются за «что-то», по той или иной причине.","В отличие от личных или фамильных имен, получаемых человеком при рождении как своеобразное наследство от родителей и присваиваемых, как правило, вне зависимости от его личных свойств,",comparison_m,в отличие от X
Доминирующую же часть составляют эмоциональные экспрессивные оценочные единицы. Лишь некоторые из возникающих прозвищ принадлежат к ряду нейтральных единиц.,Доминирующую же часть составляют эмоциональные экспрессивные оценочные единицы.,Лишь некоторые из возникающих прозвищ принадлежат к ряду нейтральных единиц.,comparison_m,же
"Как и предыдущая модель, она имеет свои разновидности. Второй по частотности структурой является структура n + n.","Как и предыдущая модель, она имеет свои разновидности.",Второй по частотности структурой является структура n + n.,comparison_m,как и
"в то время как другая жительница той же деревни с тем же именем нарекается Timothy's Bess («Бесс из семьи Тимоти») для того, Одна из героинь получает прозвище Chad's Bess («Бесс из семьи Чэда»),","в то время как другая жительница той же деревни с тем же именем нарекается Timothy's Bess («Бесс из семьи Тимоти») для того,","Одна из героинь получает прозвище Chad's Bess («Бесс из семьи Чэда»),",comparison_m,в то время как
"Так же, как и в упомянутом случае, первый компонент в большей степени характеризует, а второй называет лицо. Эта структура представляет своеобразную параллель со структурой adj + personal name.","Так же, как и в упомянутом случае, первый компонент в большей степени характеризует, а второй называет лицо.",Эта структура представляет своеобразную параллель со структурой adj + personal name.,comparison_m,представлять собой параллель
"Эта структура представляет своеобразную параллель со структурой adj + personal name. Так же, как и в упомянутом случае, первый компонент в большей степени характеризует, а второй называет лицо. Отличие состоит в том, что нарицательное существительное, как правило, дает представление о роде деятельности номинируемого персонажа, например: Physician Vilbert («Лекарь Вилберт»), Farmer Oak («Фермер Оук») - герои романов Т. Гарди «Джуд Незаметный» и «Вдалеке от обезумевшей толпы».","Эта структура представляет своеобразную параллель со структурой adj + personal name. Так же, как и в упомянутом случае, первый компонент в большей степени характеризует, а второй называет лицо.","Отличие состоит в том, что нарицательное существительное, как правило, дает представление о роде деятельности номинируемого персонажа, например: Physician Vilbert («Лекарь Вилберт»), Farmer Oak («Фермер Оук») - герои романов Т. Гарди «Джуд Незаметный» и «Вдалеке от обезумевшей толпы».",comparison_m,отличие состоит в
"но в английском - это переосмысленное словосочетание с ярко выраженным положительно-оценочным компонентом значения. Примером подобной единицы с отрицательной оценкой является The Son of the Witless («Сын Дурака») - прозвище раба Вамбы из того же романа «Айвенго». Это не просто прозвище, это своего рода клеймо, налагаемое на его носителя теми, чей статус и социальное положение значительно выше. Но номинируемое лицо не только знает о своем прозвище, оно использует его не менее активно, чем сами создатели, представляется им, идентифицируя его с самим именем. Это тоже тенденция, свойственная той эпохе, и она сполна находит отражение в романе. В русском варианте исчезают метафоричность и осложненность единицы,","но в английском - это переосмысленное словосочетание с ярко выраженным положительно-оценочным компонентом значения. Примером подобной единицы с отрицательной оценкой является The Son of the Witless («Сын Дурака») - прозвище раба Вамбы из того же романа «Айвенго». Это не просто прозвище, это своего рода клеймо, налагаемое на его носителя теми, чей статус и социальное положение значительно выше. Но номинируемое лицо не только знает о своем прозвище, оно использует его не менее активно, чем сами создатели, представляется им, идентифицируя его с самим именем. Это тоже тенденция, свойственная той эпохе, и она сполна находит отражение в романе.","В русском варианте исчезают метафоричность и осложненность единицы,",comparison_m,но
